MISPAR_RECHEV,SUG_RECALL,SUG_TAKALA,TEUR_TAKALA,TAARICH_PTICHA
02274270,תקלה סידרתית בטיחותית,אחר,חשש לכשל ביחידת מתגי החלונות החשמליים בדלת הנהג.,2015-12-10
02274270,תקלה סידרתית בטיחותית,אחר,"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור",2016-12-28
02274270,תקלה סידרתית בטיחותית,כריות אוויר,חשש שיחידת הניפוח של כרית אויר הנוסע לא תיפתח באופן המתוכנן,2018-05-17
02274650,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02275230,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02275250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02275350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02275680,תקלה סידרתית בטיחותית,כריות אוויר,חומר ההנעה של כרית האוויר בצד הנהג עלול לאבד מתכונותיו בשל חשיפה ממושכת  לשינויים בטמפרטורה ולחות אוויר גבוהה. כתוצאה מכ,2024-03-05
02275750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02275850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02276450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02276750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02276950,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02277380,תקלה סידרתית בטיחותית,כריות אוויר,חומר ההנעה של כרית האוויר בצד הנהג עלול לאבד מתכונותיו בשל חשיפה ממושכת  לשינויים בטמפרטורה ולחות אוויר גבוהה. כתוצאה מכ,2024-03-05
02279270,תקלה סידרתית בטיחותית,אחר,"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור",2020-01-12
02279270,תקלה סידרתית בטיחותית,כריות אוויר,חשש שיחידת הניפוח של כרית אויר נוסע והנהג לא תיפתח באופן המתוכנן,2017-10-16
02281320,קמפיין שרות טכני,מנוע ומערכותיו,בדיקת מיכל דלק,2011-11-27
02281510,קמפיין שרות טכני,מנוע ומערכותיו,החלפה של  זרוע פיטמן,2011-11-27
02281830,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02282120,קמפיין שרות טכני,מנוע ומערכותיו,בדיקת מיכל דלק,2011-11-27
02282220,קמפיין שרות טכני,מנוע ומערכותיו,בדיקת מיכל דלק,2011-11-27
02288810,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
02288820,קמפיין שרות טכני,מנוע ומערכותיו,בדיקת מיכל דלק,2011-11-27
02288820,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
02289030,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02289670,תקלה סידרתית בטיחותית,כריות אוויר,חשש שיחידת הניפוח של כרית אויר נוסע והנהג לא תיפתח באופן המתוכנן,2017-10-16
02289670,תקלה סידרתית בטיחותית,אחר,"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור",2020-01-12
02290030,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
02290970,תקלה סידרתית בטיחותית,כריות אוויר,חשש שיחידת הניפוח של כרית אויר נוסע והנהג לא תיפתח באופן המתוכנן,2017-10-16
02290970,תקלה סידרתית בטיחותית,אחר,"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור",2020-01-12
02292430,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02292930,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02293730,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02294230,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02294730,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02295630,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02295870,תקלה סידרתית בטיחותית,כריות אוויר,חשש שיחידת הניפוח של כרית אויר נוסע והנהג לא תיפתח באופן המתוכנן,2017-10-16
02295870,תקלה סידרתית בטיחותית,אחר,"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור",2020-01-12
02295870,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,בדיקת יחידת הפעלה למרימי שמשות חשמליים (צד נהג),2012-10-15
02295930,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
02295930,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02298870,תקלה סידרתית בטיחותית,אחר,"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור",2020-01-12
02298870,תקלה סידרתית בטיחותית,כריות אוויר,חשש שיחידת הניפוח של כרית אויר נוסע והנהג לא תיפתח באופן המתוכנן,2017-10-16
02300430,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02301150,תקלה סידרתית בטיחותית,כריות אוויר,"יחידת  הניפוח של כרית אויר בצד הנוסע, עלול לפגוע בתפקוד המכונית",2013-08-01
02303250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02303330,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02304250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02304550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02305030,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02305430,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
02306150,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02306550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2019-06-16
02307530,תקלה סידרתית בטיחותית,בלמים,חשש לכשל בגלגל השיניים בידית בלם החניה,2018-04-29
02307750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02307850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02308150,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02308250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02308330,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02309250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02309350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02309650,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02310430,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02310550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02311030,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02311120,קמפיין שרות טכני,מנוע ומערכותיו,בדיקת מיכל דלק,2011-11-27
02311150,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02311250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02311630,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02311930,תקלה סידרתית בטיחותית,אחר,אפשרות של חשש לכשל במנגנון הפעלת המגבים,2019-07-07
02313930,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
02313930,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02314350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02315030,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02315050,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02315550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02315730,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02315850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02316250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02316250,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,מים עלולים לחדור למתג החלונות החשמליים בדלת הנהג ולפגוע בפעולתו התקינה,2021-02-23
02316550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02316650,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02317450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02318030,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02319750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02319930,תקלה סידרתית בטיחותית,אחר,אפשרות של חשש לכשל במנגנון הפעלת המגבים,2019-07-07
02319950,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02320030,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02320250,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,מים עלולים לחדור למתג החלונות החשמליים בדלת הנהג ולפגוע בפעולתו התקינה,2021-02-23
02320250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02320430,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
02320450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02320550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02320750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02320950,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02321650,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02322150,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02322350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02323750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מחבר מתג אורות,2011-02-22
02323750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02324120,קמפיין שרות טכני,מנוע ומערכותיו,בדיקת מיכל דלק,2011-11-27
02324120,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
02324750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02324850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02325650,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02325750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02325810,קמפיין שרות טכני,היגוי ומתלים,תקלה בחיבור כדורי של זרוע קדמית תחתונה,2011-11-27
02326350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02327250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02327330,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02327450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02327730,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02327730,תקלה סידרתית בטיחותית,אחר,אפשרות של חשש לכשל במנגנון הפעלת המגבים,2019-07-07
02327750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02327850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02328250,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02328430,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
02328430,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02328470,תקלה סידרתית בטיחותית,אחר,חשש לכשל ביחידת מתגי החלונות החשמליים בדלת הנהג.,2015-12-10
02328470,תקלה סידרתית בטיחותית,כריות אוויר,חשש שיחידת הניפוח של כרית האויר נוסע לא תיפתח באופן המתוכנן,2018-05-21
02328470,תקלה סידרתית בטיחותית,אחר,"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור",2016-12-28
02328530,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02328530,תקלה סידרתית בטיחותית,אחר,אפשרות של חשש לכשל במנגנון הפעלת המגבים,2019-07-07
02328850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02328950,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02329020,קמפיין שרות טכני,מנוע ומערכותיו,בדיקת מיכל דלק,2011-11-27
02329350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02329750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02329850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2015-11-15
02329850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר,2011-12-11
02330050,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02330650,תקלה סידרתית בטיחותית,כריות אוויר,"יחידת  הניפוח של כרית אויר בצד הנוסע, עלול לפגוע בתפקוד המכונית",2013-08-01
02330850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02330930,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02332330,תקלה סידרתית בטיחותית,אחר,חשש לכשל בתושבות התקן האיזופיקס,2019-12-05
02332330,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02332750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02333230,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02333730,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02333850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02333930,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
02334450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02334650,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02334730,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02334750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02334850,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02335150,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02335350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02336030,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02336350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02337030,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02337230,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02339750,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02340130,תקלה סידרתית בטיחותית,מרכב ושילדה,זוהתה האפשרות של כשל בקפיץ המותקן במנעולי הדלתות. התרחשות הכשל גורמת בדרך כלל לכך שלא ניתן יהיה לסגור את הדלת. אם נוהגים,2023-05-07
02340130,תקלה סידרתית בטיחותית,מרכב ושילדה,זוהתה האפשרות של כשל בקפיץ המותקן במנעולי הדלתות. התרחשות הכשל גורמת בדרך כלל לכך שלא ניתן יהיה לסגור את הדלת. אם נוהגים,2023-07-05
02340150,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02340530,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
02340550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02341130,תקלה סידרתית בטיחותית,מרכב ושילדה,זוהתה האפשרות של כשל בקפיץ המותקן במנעולי הדלתות. התרחשות הכשל גורמת בדרך כלל לכך שלא ניתן יהיה לסגור את הדלת. אם נוהגים,2023-03-05
02341310,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
02341430,תקלה סידרתית בטיחותית,אחר,"חשש לכשל במצלמה אחורית, התצוגה עלולה להיות מעוותת/מהבהבת",2024-08-21
02341450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02342410,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
02342450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02342550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02343010,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
02343410,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
02343910,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
02344450,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02345050,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02345550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-05-23
02345610,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
02346150,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
02346350,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02346550,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח של כרית הנוסע עלולה לפגוע בתפקוד המכונית,2014-06-30
02346710,תקלה סידרתית בטיחותית,מרכב ושילדה,"ייתכן כי כושר ההדבקה של גג השמש אינו עומד במפרט כנדרש. במקרה זה, כושר ההדבקה של הדבק עשוי לרדת בהדרגה. לכן לא ניתן להבטי",2023-02-12
