RECALL_ID|TOZAR_CD|TOZAR_TEUR|DEGEM|SHNAT_RECALL|BUILD_BEGIN_A|BUILD_END_A|SUG_RECALL|SUG_TAKALA|TEUR_TAKALA|OFEN_TIKUN|TKINA_EU|YEVUAN_TEUR|TELEPHONE|WEBSITE
"11631"|"051"|"SKODA"|"OCTAVIA,FABIA,ROOMSTER,YETI"|"2016"|"2009-01-01"|"2011-12-31"|"קמפיין שרות טכני"|"מנוע ומערכותיו"|"יבדקו שרשרת התזמון והמותחן המותקנים ברכב."|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11632"|"057"|"VOLKSWAGEN"|"CADDY,POLO"|"2016"|"2009-01-01"|"2011-12-31"|"קמפיין שרות טכני"|"מנוע ומערכותיו"|"יבדקו שרשרת התזמון והמותחן המותקנים ברכב."|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11633"|"050"|"SEAT"|"IBIZA,LEON"|"2016"|"2009-01-01"|"2011-12-31"|"קמפיין שרות טכני"|"מנוע ומערכותיו"|"יבדקו שרשרת התזמון והמותחן המותקנים ברכב."|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11634"|"038"|"MERCEDES BENZ"|"SPRINTER 906"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"יתכן כי צינורות לחץ גבוה המספקות דלק למזרקים אינם עומדים בתקן ויתכן מהן דליפת דלק."|"החלפה"|"N1"|"כלמוביל מרצדס"|"03-9153030"|"WWW.COLMOBIL-RECALL.CO.IL"
"11638"|"105"|"SUZUKI MOTORCYCLES"|"DL1000A"|"2016"|"2014-01-01"|"2016-01-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"ליקוי בבידודי צמת החשמל."|"בדיקה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11639"|"031"|"KAWASAKI"|"W800"|"2016"|"2011-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"חשש לקילוף חומר הבידוד של צמת חשמל + בחלק מהכלים קיים חשש לסדקים בתושבת בית מצערת."|"טיפול"|"L1"|"מטרו מוטור שווק )1891( בעמ"|"*9697"|"WWW.METRO.CO.IL/RECALL"
"11640"|"023"|"FORD"|"TRANSIT"|"2016"|"2015-03-14"|"2015-10-21"|"תקלה סידרתית בטיחותית"|"מרכב ושילדה"|"אפשרות לכשל במוט מייצב אחורי."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"11641"|"001"|"TOYOTA"|"RAV4,YARIS,HILUX"|"2016"|"2003-08-01"|"2005-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לחדירת לחות לתוך יחידת הניפוח בכרית האויר של הנהג שעלול לפגום בפעולה בעת הצורך."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11642"|"001"|"TOYOTA"|"AVENSIS,COROLLA,YARIS"|"2016"|"2003-03-01"|"2007-03-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לחדירת לחות לתוך יחידת הניפוח בכרית האויר של הנוסע הקדמי."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11643"|"045"|"RENAULT"|"MASTER"|"2016"|"2015-11-06"|"2015-12-02"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"חשש לרעש של נקישות בגחון הרכב."|"הידוק"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.RENAULT.CO.IL"
"11644"|"105"|"SUZUKI MOTORCYCLES"|"AN650"|"2016"|"2013-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"היווצרות של שחיקה במערכת השסתומים של המנוע בין כוסיות השסתומים לגל הזיזים, תופעה שעלולה לגרום לדימום המנוע."|"בדיקה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11645"|"105"|"SUZUKI MOTORCYCLES"|"DL650"|"2016"|"2012-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"היווצרות של שחיקה במערכת השסתומים של המנוע בין כוסיות השסתומים לגל הזיזים, תופעה שעלולה לגרום לדימום המנוע."|"בדיקה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11646"|"045"|"RENAULT"|"CLIO,FLUENCE"|"2016"|"2015-04-01"|"2015-11-06"|"תקלה סידרתית בטיחותית"|"אחר"|"סכנת הידוק בלתי מספק של בורגי חיבור הגלגלים."|"בדיקה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.RENAULT.CO.IL"
"11651"|"113"|"DACIA"|"DOKKER,LODGY,SANDERO"|"2016"|"2015-09-17"|"2015-12-04"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"נמצא כי במקרים קיצוניים קיימת סכנת שבר של מוט קישור ההגה בעל מפרק צירי בשל שחיקה או תחת עומס גדול אשר עלול במקרים קיצוני"|"בדיקה"|"M1"|"קרסו מוטורס בעמ"|"*3575"|"WWW.DACIA.CO.IL"
"11653"|"040"|"NISSAN"|"NOTE"|"2016"|"2005-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"במקרה של הפעלת כרית אויר נהג הלחץ הפנימי במחולל הגז בה עלול לעלות באופן חריג ובמקרה קיצוני לגרום לקריעת בית מחולל הגז של"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11655"|"011"|"CHEVROLET"|"SILVERADO"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש כי אום דוושת הבלם עלול להיות משוחרר ולגרום לדוושת הבלם להיות משוחררת או לא תקינה."|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11656"|"011"|"CHEVROLET"|"SONIC"|"2016"|"2012-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"חשש כי שווק על ידי היצרן אטם משאבת דלק שגוי."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11658"|"023"|"FORD"|"MUSTANG"|"2016"|"2009-09-01"|"2009-09-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"פעולת דחיסה חריפה מדי של מנפח כרית האויר, כתוצאה מכך עלול בית המנפח להיסדק."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"11659"|"105"|"SUZUKI MOTORCYCLES"|"SFV650"|"2016"|"2009-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"תקלה אפשרית בבידוד של ווסת הטעינה לגוף הקירור שלו."|"החלפה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11660"|"105"|"SUZUKI MOTORCYCLES"|"GSX-R750,GSX-R600,GSX1300BK,GSF1250"|"2016"|"2008-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"תקלה אפשרית בבידוד של ווסת הטעינה לגוף הקירור שלו."|"החלפה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11661"|"105"|"SUZUKI MOTORCYCLES"|"DL1000"|"2016"|"2008-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"תקלה אפשרית בבידוד של ווסת הטעינה לגוף הקירור שלו."|"החלפה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11665"|"011"|"CHEVROLET"|"IMPALA"|"2016"|"2004-01-01"|"2004-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"יתכן מצב שבו בעת בלימה חזקה, יינזלו טיפות שמן מהמנוע לסעפת הפליטה."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11666"|"067"|"OPEL"|"ASTRA,J/GTC"|"2016"|"2010-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"קיים סיכון לקצר חשמלי בלתי מבוקר כתוצאה מהיתפסות מאוורר מצנן המנוע."|"התקנת אביזר"|"M1"|"דוד לובינסקי בעמ"|"*9190"|"WWW.OPEL.CO.IL/RECALL"
"11667"|"040"|"NISSAN"|"NOTE"|"2016"|"2015-01-11"|"2015-08-06"|"תקלה סידרתית בטיחותית"|"אחר"|"כתוצאה משינוי תיכנון בסלילי ההצתה, ייתכן שיווצר קצר ברכיבים הפנימיים של הסליל."|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11668"|"105"|"SUZUKI MOTORCYCLES"|"GSX1300R,AN400"|"2016"|"2008-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"אפשרות לתקלה בבידוד של ווסת הטעינה לגוף הקירור שלו."|"החלפה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11670"|"056"|"VOLVO"|"XC60"|"2016"|"2016-01-01"|"2016-02-24"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"ייתכן מצב בו מחשב המנוע ידומם את פעולת המנוע ויתניע מחדש (אתחול) ללא התערבות הנהג."|"עדכון תוכנה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11672"|"059"|"HUMMER"|"H3"|"2016"|"2006-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"קיים חשש כי מחבר יחידת בקרת מפוח המזגן האחראית על מהירות החימום /אוורור /מיזוג, עלול להתחמם באם פועל בפרקי זמן ארוכים וב"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.UMISERVICE.CO.IL/?PG=RECALLCATEGORYID=1054"
"11673"|"054"|"SUZUKI"|"SX4 S-CROSS,SWIFT,VITARA"|"2016"|"2016-01-01"|"2016-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"ייתכן שבורג המתלה האחורי ישתחרר."|"החלפה"|"M1"|"מכשירי תנועה ומכוניות 4002 בעמ"|"1-700-701-900"|"WWW.SUZUKI.CO.IL/ RECALL"
"11676"|"057"|"VOLKSWAGEN"|"PASSAT"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"קיימת אפשרות שמחבר חשמלי אינו מחובר כראוי במערכת החשמל של הרכב."|"בדיקה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11678"|"001"|"TOYOTA"|"RAV4"|"2016"|"2005-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"חשש לנזק שעלול להיגרם לחגורות הבטיחות האחוריות בעת מתיחה חריגה (במקרה תאונה) כתוצאה מחיכוך בבסיס הכסא."|"התקנת אביזר"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11680"|"053"|"SUBARU"|"XV"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"אפשרות לשבר בגלגל סבבת המתנע בזמן התנעה."|"עדכון תוכנה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
"11683"|"013"|"CITROEN"|"C4 PICASSO"|"2016"|"2015-11-01"|"2016-02-29"|"תקלה סידרתית בטיחותית"|"אחר"|"אי התאמת אבזמי חגורת הבטיחות."|"בדיקה"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.CITROEN.CO.IL/RECALL"
"11685"|"011"|"CHEVROLET"|"LUMINA"|"2016"|"1998-01-01"|"1999-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"יתכן מצב שבו בעת בלימה חזקה יינזלו טיפות שמן מהמנוע לסעפת הפליטה."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11686"|"011"|"CHEVROLET"|"IMPALA"|"2016"|"2000-01-01"|"2000-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"יתכן מצב שבו בעת בלימה חזקה יינזלו טיפות שמן מהמנוע לסעפת הפליטה."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11687"|"112"|"MASERATI"|"QUATROPORTE,GHIBLI"|"2016"|"2013-01-01"|"2016-03-31"|"תקלה סידרתית בטיחותית"|"אחר"|"אפשרות להישארות דוושת הדלק במצב לחיצה."|"החלפה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"WWW.SAMELET.COM"
"11688"|"039"|"MITSUBISHI"|"LANCER"|"2016"|"2003-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"עקב חשש לחדירת לחות, בהפעלת כרית נוסע בזמן תאונה, יחידת הניפוח עלולה לגרום לפליטת גבישים של מארז היחידה."|"החלפה"|"M1"|"כלמוביל מיצובישי"|"*3151"|"WWW.MITSUBISHI-ISRAEL.CO.IL"
"11689"|"040"|"NISSAN"|"ALTIMA"|"2016"|"2012-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"מרכב ושילדה"|"ייתכן שהתפס המשני של מנעול מכסה תא המנוע לא יפעל באופן תקין עקב היווצרות קורוזיה."|"החלפה"|"L1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11690"|"053"|"SUBARU"|"WRX,IMPREZA"|"2016"|"2004-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"תקלה בגרסת SPI של יחידת ניפוח כרית האויר (מחולל גז) של כריות האויר של הנוסע הקדמי."|"החלפה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
"11691"|"003"|"HONDA"|"INSIGHT"|"2016"|"2012-01-01"|"2013-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה."|"החלפה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11696"|"040"|"NISSAN"|"NOTE"|"2016"|"2005-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"במקרה של הפעלת כרית אויר נהג הלחץ הפנימי במחולל הגז בה עלול לעלות באופן חריג ובמקרה קיצוני לגרום לקריעת בית מחולל הגז של"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11697"|"003"|"HONDA"|"NSS300"|"2016"|"2013-01-01"|"2013-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לדליפת נוזל בלם מצנרת בלם אחורי"|"בדיקה"|"L1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11699"|"056"|"VOLVO"|"FH4"|"2016"|"2013-01-01"|"2016-04-30"|"תקלה סידרתית בטיחותית"|"אחר"|"נזילה ממשאבת / בוכנת הרמת תא הנהג."|"בדיקה"|"N1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11700"|"009"|"BMW"|"G11,G12"|"2016"|"2016-01-01"|"2016-04-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לכשל במחשב כרית האויר המותקן ברכב."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"11701"|"026"|"HYUNDAI"|"IX35"|"2016"|"2010-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"ישנו חשש לפגם בצינורות מצנן שמן תיבת הילוכים אוטומטית."|"החלפה"|"M1"|"כלמוביל יונדאי"|"*5606"|"WWW.HYUNDAIMOTORS.CO.IL"
"11703"|"002"|"MAZDA"|"2"|"2016"|"2012-12-21"|"2014-10-27"|"תקלה סידרתית בטיחותית"|"בלמים"|"אפשרות של השתחררות ברגי בולם זעזועים קדמי לתושבת הסרן."|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"11705"|"056"|"VOLVO"|"B11R"|"2016"|"2011-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"היתכנות של שיפשוף צינור הידראולי."|"טיפול"|"N1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11706"|"057"|"VOLKSWAGEN"|"TOUAREG"|"2016"|"2011-01-01"|"2016-04-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"ייתכן מצב בו טבעת האבטחה של ציר דוושת הבלם השתחררה ממקומה בתהליך הרכבת הרכב."|"בדיקה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11707"|"051"|"SKODA"|"YETI"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"פתיחת כרית אוויר צד נהג או נוסע, עלולה במקרים מסויימים לפגוע במכלול מצב כרית האויר, ומשכך עלולה להיגרם לעיתים פגיעה בנהג"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11708"|"063"|"LEXUS"|"IS250,GS300"|"2016"|"2004-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש מהתפתחות נזילה בקווי אספקת הדלק."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"03-7613333"|"WWW.LEXUS.CO.IL"
"11710"|"023"|"FORD"|"EXPLORER"|"2016"|"2014-01-17"|"2014-05-31"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לפגם בהלחמה בזרוע מתלה אחורי העלולה ליצור סדקים / שבר בהלחמה."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"11711"|"040"|"NISSAN"|"PULSAR"|"2016"|"2014-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"ייתכן שבתנאי עומס מסויימים מערכת הכיוונון האוטומטי של גובה אלומות הפנסים הראשיים תכוון את אלומת הפנסים הראשיים נמוך מדיי"|"עדכון תוכנה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11712"|"001"|"TOYOTA"|"YARIS"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"קיים חשש שחלקה התחתון של חגורת הבטיחות יתחכך כנגד הבסיס המתכתי של החגורה, באופן שעלול לפגוע בשלמותה."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11714"|"043"|"POLARIS"|"RZR1000XP4PS,RZR1000XPPS,RZR90060IN"|"2016"|"2014-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"אטם תיבת נתיכים לקוי, עלול לגרום לכניסת מים לתיבת נתיכים."|"החלפה"|"T2"|"דוד לובינסקי בעמ"|"*2171"|"WWW.MOTOSPORT.CO.IL/MOTO-SPORT-RECALL"
"11715"|"043"|"POLARIS"|"RZR 1000XP4,RZR 1000XP"|"2016"|"2014-01-01"|"2016-05-31"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לחימום מערכת פליטה עקב כיול לקוי במערכת המנוע."|"עדכון תוכנה"|"T2"|"דוד לובינסקי בעמ"|"*2171"|"WWW.MOTOSPORT.CO.IL/MOTO-SPORT-RECALL"
"11716"|"043"|"POLARIS"|"RZR1000 XP4,RZR1000 XP PS,RZR 900 60 IN"|"2016"|"2014-01-01"|"2016-05-31"|"תקלה סידרתית בטיחותית"|"אחר"|"מגן חום אגזוז אינו עומד בדרישות יצרן."|"החלפה"|"T2"|"דוד לובינסקי בעמ"|"*2171"|"WWW.MOTOSPORT.CO.IL/MOTO-SPORT-RECALL"
"11717"|"043"|"POLARIS"|"RZR900 PS INTL,RZR900 XP EFI,RZR900 XP WLK EV INTL,RZR1000 XP4 PS,RZR1000XP PS,RZR1000 XP PS EU"|"2016"|"2013-01-01"|"2016-05-05"|"תקלה סידרתית בטיחותית"|"אחר"|"מיישר זרם לא תקין."|"החלפה"|"T2"|"דוד לובינסקי בעמ"|"*2171"|"WWW.MOTOSPORT.CO.IL/MOTO-SPORT-RECALL"
"11718"|"043"|"POLARIS"|"RZR1000XP4,RZR1000XP,RZR1000XPESP,RZR900S,RZR900SESP,RZR4900SESP"|"2016"|"2014-01-01"|"2016-05-05"|"תקלה סידרתית בטיחותית"|"אחר"|"צינור נשם למיכל דלק מכופף / סתום."|"החלפה"|"T2"|"דוד לובינסקי בעמ"|"*2171"|"WWW.MOTOSPORT.CO.IL/MOTO-SPORT-RECALL"
"11719"|"110"|"SMART"|"C453"|"2016"|"2015-01-01"|"2016-05-31"|"תקלה סידרתית בטיחותית"|"אחר"|"יתכן שבנסיעה במהירות גבוה  ובשילוב של מכת רוח נגדית, נועל מכסה השרות הקדמי ישבר."|"החלפה"|"M1"|"כלמוביל מרצדס"|"03-9153030"|"WWW.MERCEDES-BENZ.CO.IL"
"11723"|"011"|"CHEVROLET"|"TRAIL BLAZER"|"2016"|"2006-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"מודול הפנסים הראשיים (HDM) עלול שלא לתפקד."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11724"|"060"|"BUICK"|"LACROSSE"|"2016"|"2006-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"מודול הפנסים הראשיים (HDM) עלול שלא לתפקד."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11726"|"038"|"MERCEDES BENZ"|"CITARO"|"2016"|"2009-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"עקב תקלה בחומר הייצור,יתכן כי תפסים אשר מחזיקים את צינורות הדלק יכולים להשתחרר."|"החלפה"|"M1"|"כלמוביל מרצדס"|"03-9153030"|"WWW.COLMOBIL-RECALL.CO.IL"
"11727"|"053"|"SUBARU"|"WRX,IMPREZA"|"2016"|"2004-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"תקלה בגרסת SPI של יחידת ניפוח כרית האויר (מחולל גז) של כריות האויר של הנוסע הקדמי."|"החלפה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
"11728"|"003"|"HONDA"|"SH125"|"2016"|"2013-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"משאבת דלק תקולה עלולה לגרום לעבודה לא סדירה של המנוע או הפסקת עבודתו."|"החלפה"|"L1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11729"|"011"|"CHEVROLET"|"SILVERADO"|"2016"|"2015-01-01"|"2016-05-29"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש כי אום דוושת הבלם עלול להיות משוחרר ולגרום לדוושת הבלם להיות משוחררת או לא תקינה."|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11730"|"029"|"JAGUAR"|"XF,XJ"|"2016"|"2013-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"גלגלת הסרק לרצועת האביזרים עלולה להפסיק לעבוד ולהביא להפסקת העבודה של רצועת האביזרים."|"החלפה"|"M1"|"חברת המזרח"|"*8998"|"WWW.JAGUAR.CO.IL/SERVICE"
"11731"|"012"|"CHRYSLER"|"GRAND CHEROKEE"|"2016"|"2004-01-01"|"2004-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"מודול בקרת מערכת כריות האויר (ORC) יכול לגרום לפתיחה מקרית ולא מתוכננת של כריות האויר ו/או קדם מותחן חגורות הבטיחות."|"החלפה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"WWW.JEEP.CO.IL"
"11733"|"057"|"VOLKSWAGEN"|"T6"|"2016"|"2015-01-01"|"2016-06-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"במהלך הייצור של כרית אוויר הצד, שמותקנת במושב הקדמי השמאלי, כרית האויר עלולה לא להיות מקופלת למקומה בצורה נכונה."|"החלפה"|"N1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11734"|"030"|"JEEP"|"CHEROKEE"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"צינור יניקת האוויר עשוי להיות מותקן שלא כהלכה."|"בדיקה"|"M1"|"קבוצת עמק איילון ס.כ. בעמ"|"*8545"|"JEEP.CO.IL"
"11735"|"001"|"TOYOTA"|"YARIS"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש שבעקבות עומס גבוה אשר עלול להיווצר על תושבת הבולם עלול המיסב תושבת הבולם להיפגע."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11736"|"040"|"NISSAN"|"NOTE,TIIDA"|"2016"|"2005-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"במקרה של הפעלת כרית אוויר נהג הלחץ הפנימי במחולל הגז בה עלול לעלות באופן חריג ובמקרה קיצוני לגרום לקריעת בית מחולל הגז ש"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
